Rk,Player,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,MVP
145,Tosan Evbuomwan,2023-24,22,DETMEM,17,8,0,367,36,71,24,39,12,32,17,25,18,42,60,16,6,5,9,23,101,0.507,0.615,0.375,0.68,0.616,0.592,F,FALSE
146,Dante Exum,2023-24,28,DAL,55,17,0,1088,161,302,108,194,53,108,53,68,25,124,149,157,22,5,49,85,428,0.533,0.557,0.491,0.779,0.645,0.621,G,FALSE
147,Bruno Fernando,2023-24,25,ATL,45,2,0,682,109,187,109,183,0,4,64,96,59,134,193,46,25,28,44,107,282,0.583,0.596,0,0.667,0.615,0.583,F,FALSE
148,Dorian Finney-Smith,2023-24,30,BRK,68,56,0,1934,215,511,98,175,117,336,33,46,109,208,317,107,56,38,59,150,580,0.421,0.56,0.348,0.717,0.546,0.535,F,FALSE
149,Adam Flagler,2023-24,24,OKC,2,0,0,14,1,7,0,1,1,6,0,0,0,0,0,4,0,0,0,0,3,0.143,0,0.167,,0.214,0.214,G,FALSE
150,Malachi Flynn,2023-24,25,DETNYKTOR,69,0,0,876,136,325,80,156,56,169,52,71,21,93,114,130,38,8,63,66,380,0.418,0.513,0.331,0.732,0.533,0.505,G,FALSE
151,Simone Fontecchio,2023-24,28,DETUTA,66,43,0,1644,252,548,118,214,134,334,54,66,64,182,246,101,44,23,68,110,692,0.46,0.551,0.401,0.818,0.6,0.582,F,FALSE
152,Jordan Ford,2023-24,25,SAC,6,0,0,22,4,7,2,4,2,3,2,2,0,2,2,2,0,0,1,0,12,0.571,0.5,0.667,1,0.761,0.714,G,FALSE
153,Trent Forrest,2023-24,25,ATL,38,0,0,414,34,90,32,80,2,10,13,17,11,40,51,92,11,3,20,25,83,0.378,0.4,0.2,0.765,0.426,0.389,G,FALSE
154,Evan Fournier,2023-24,31,DETNYK,32,0,0,580,79,221,46,91,33,130,29,36,5,53,58,48,29,7,21,48,220,0.357,0.505,0.254,0.806,0.464,0.432,G-F,FALSE
155,De'Aaron Fox,2023-24,26,SAC,74,74,0,2659,720,1549,506,969,214,580,312,423,67,273,340,418,150,31,194,193,1966,0.465,0.522,0.369,0.738,0.567,0.534,G,FALSE
156,Javon Freeman-Liberty,2023-24,24,TOR,22,6,0,403,55,124,45,82,10,42,33,36,16,54,70,40,10,4,25,28,153,0.444,0.549,0.238,0.917,0.547,0.484,G,FALSE
157,Alex Fudge,2023-24,20,DALLAL,6,0,0,40,6,15,5,10,1,5,2,2,4,1,5,0,3,0,2,2,15,0.4,0.5,0.2,1,0.472,0.433,F,FALSE
158,Markelle Fultz,2023-24,25,ORL,43,18,0,910,154,326,150,308,4,18,23,33,56,82,138,120,42,15,50,65,335,0.472,0.487,0.222,0.697,0.492,0.479,G,FALSE
159,Andrew Funk,2023-24,24,CHI,5,0,0,13,0,4,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,0,G,FALSE
160,Wenyen Gabriel,2023-24,26,MEM,5,0,0,81,8,22,7,16,1,6,0,5,7,18,25,3,2,2,8,10,17,0.364,0.438,0.167,0,0.351,0.386,F,FALSE
161,Daniel Gafford,2023-24,25,DALWAS,74,66,0,1815,348,480,348,480,0,0,118,175,195,367,562,115,65,153,74,227,814,0.725,0.725,,0.674,0.731,0.725,C-F,FALSE
162,Danilo Gallinari,2023-24,35,DETMILWAS,49,0,0,630,83,190,53,97,30,93,84,98,20,88,108,55,14,6,23,50,280,0.437,0.546,0.323,0.857,0.601,0.516,F,FALSE
163,Darius Garland,2023-24,24,CLE,57,57,0,1901,375,841,243,485,132,356,146,175,30,122,152,373,74,7,176,95,1028,0.446,0.501,0.371,0.834,0.56,0.524,G,FALSE
164,Usman Garuba,2023-24,21,GSW,6,0,0,18,1,6,1,5,0,1,1,2,3,4,7,1,1,3,2,2,3,0.167,0.2,0,0.5,0.218,0.167,F,FALSE
165,Luka Garza,2023-24,25,MIN,25,0,0,122,36,75,27,43,9,32,18,25,19,12,31,4,4,1,6,24,99,0.48,0.628,0.281,0.72,0.576,0.54,F-C,FALSE
166,Kaiser Gates,2023-24,27,NOP,1,0,0,7,0,4,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,F,FALSE
167,Keyonte George,2023-24,20,UTA,75,44,0,2023,319,815,172,375,147,440,189,223,15,196,211,332,36,7,188,91,974,0.391,0.459,0.334,0.848,0.533,0.482,G,FALSE
168,Paul George,2023-24,33,LAC,74,74,1,2502,582,1236,339,648,243,588,264,291,37,351,388,262,113,37,153,202,1671,0.471,0.523,0.413,0.907,0.613,0.569,F-G,FALSE
169,Taj Gibson,2023-24,38,DETNYK,20,1,0,204,15,37,13,27,2,10,2,2,12,25,37,11,3,7,5,31,34,0.405,0.481,0.2,1,0.449,0.432,F-C,FALSE
170,Josh Giddey,2023-24,21,OKC,80,80,0,2011,402,847,320,604,82,243,100,124,111,403,514,386,51,44,168,111,986,0.475,0.53,0.337,0.806,0.547,0.523,G,FALSE
171,Harry Giles,2023-24,25,BRKLAL,23,0,0,100,23,50,20,36,3,14,7,13,12,18,30,6,2,3,6,15,56,0.46,0.556,0.214,0.538,0.503,0.49,F-C,FALSE
172,Shai Gilgeous-Alexander,2023-24,25,OKC,75,75,1,2553,796,1487,701,1218,95,269,567,649,65,350,415,465,150,67,162,184,2254,0.535,0.576,0.353,0.874,0.636,0.567,G,FALSE
173,Anthony Gill,2023-24,31,WAS,50,3,0,466,75,160,65,119,10,41,29,36,37,57,94,34,13,11,23,48,189,0.469,0.546,0.244,0.806,0.537,0.5,F,FALSE
174,Collin Gillespie,2023-24,24,DEN,24,0,0,225,32,69,17,31,15,38,8,12,1,20,21,27,13,0,14,24,87,0.464,0.548,0.395,0.667,0.586,0.572,G,FALSE
175,Jacob Gilyard,2023-24,25,BRKMEM,41,14,0,699,60,150,9,24,51,126,2,2,9,37,46,137,33,5,30,39,173,0.4,0.375,0.405,1,0.573,0.57,G,FALSE
176,Rudy Gobert,2023-24,31,MIN,76,76,0,2593,406,614,406,611,0,3,249,390,285,697,982,102,52,162,118,238,1061,0.661,0.664,0,0.638,0.675,0.661,C,FALSE
177,Jordan Goodwin,2023-24,25,MEMPHO,57,12,0,1055,141,382,99,241,42,141,44,59,88,165,253,155,48,18,56,76,368,0.369,0.411,0.298,0.746,0.451,0.424,G,FALSE
178,Aaron Gordon,2023-24,28,DEN,73,73,0,2297,398,716,358,578,40,138,177,269,174,297,471,259,56,45,105,142,1013,0.556,0.619,0.29,0.658,0.607,0.584,F,FALSE
179,Eric Gordon,2023-24,35,PHO,68,24,0,1893,274,618,124,221,150,397,51,64,16,106,122,139,66,30,73,79,749,0.443,0.561,0.378,0.797,0.58,0.565,G-F,FALSE
180,Devonte' Graham,2023-24,28,SAS,23,0,0,313,38,108,13,25,25,83,13,16,5,31,36,49,9,2,17,14,114,0.352,0.52,0.301,0.813,0.495,0.468,G,FALSE
181,Jerami Grant,2023-24,29,POR,54,54,0,1830,383,850,272,574,111,276,255,312,37,154,191,152,45,34,116,117,1132,0.451,0.474,0.402,0.817,0.573,0.516,F,FALSE
182,RaiQuan Gray,2023-24,24,SAS,3,0,0,39,10,17,7,10,3,7,0,0,2,5,7,6,1,1,1,0,23,0.588,0.7,0.429,,0.676,0.676,F,FALSE
183,A.J. Green,2023-24,24,MIL,56,0,0,614,83,196,14,27,69,169,17,19,9,55,64,30,9,4,12,49,252,0.423,0.519,0.408,0.895,0.617,0.599,G,FALSE
184,Danny Green,2023-24,36,PHI,2,0,0,18,0,2,0,1,0,1,0,0,0,2,2,1,1,0,0,1,0,0,0,0,,0,0,G-F,FALSE
185,Draymond Green,2023-24,33,GSW,55,52,0,1490,185,372,134,243,51,129,54,74,76,322,398,332,55,47,135,166,475,0.497,0.551,0.395,0.73,0.587,0.566,F,FALSE
186,Javonte Green,2023-24,30,CHI,9,5,0,230,45,75,35,48,10,27,10,13,20,47,67,5,10,8,7,19,110,0.6,0.729,0.37,0.769,0.681,0.667,F,FALSE
187,Jalen Green,2023-24,21,HOU,82,82,0,2601,563,1332,362,727,201,605,283,352,41,382,423,291,66,28,191,115,1610,0.423,0.498,0.332,0.804,0.541,0.498,G,FALSE
188,Jeff Green,2023-24,37,HOU,78,6,0,1307,167,366,114,206,53,160,122,149,46,132,178,70,16,31,46,100,509,0.456,0.553,0.331,0.819,0.59,0.529,F,FALSE
189,Josh Green,2023-24,23,DAL,57,33,0,1505,179,374,107,187,72,187,39,57,40,144,184,130,47,9,60,107,469,0.479,0.572,0.385,0.684,0.588,0.575,G-F,FALSE
190,AJ Griffin,2023-24,20,ATL,20,0,0,171,18,62,8,23,10,39,2,2,2,16,18,5,1,2,8,6,48,0.29,0.348,0.256,1,0.382,0.371,F,FALSE
191,Quentin Grimes,2023-24,23,DETNYK,51,18,0,1025,122,328,41,88,81,240,34,45,15,85,100,66,35,7,28,75,359,0.372,0.466,0.338,0.756,0.516,0.495,G,FALSE
192,Mouhamadou Gueye,2023-24,25,TOR,11,0,0,120,11,38,11,35,0,3,4,9,12,11,23,5,3,18,12,15,26,0.289,0.314,0,0.444,0.31,0.289,F,FALSE
193,Mouhamed Gueye,2023-24,21,ATL,6,0,0,73,8,23,5,14,3,9,5,6,10,12,22,4,5,4,1,13,24,0.348,0.357,0.333,0.833,0.468,0.413,F,FALSE
194,Rui Hachimura,2023-24,25,LAL,68,39,0,1826,363,676,265,444,98,232,99,134,58,236,294,81,41,25,46,101,923,0.537,0.597,0.422,0.739,0.628,0.609,F,FALSE
195,Ashton Hagans,2023-24,24,POR,19,1,0,316,29,71,21,46,8,25,14,17,14,31,45,54,11,9,30,40,80,0.408,0.457,0.32,0.824,0.51,0.465,G,FALSE
196,Tyrese Haliburton,2023-24,23,IND,69,68,1,2224,500,1048,305,513,195,535,194,227,35,236,271,752,83,48,159,75,1389,0.477,0.595,0.364,0.855,0.605,0.57,G,FALSE
197,R.J. Hampton,2023-24,22,MIA,8,2,0,76,4,14,3,6,1,8,1,2,2,4,6,8,0,0,3,8,10,0.286,0.5,0.125,0.5,0.336,0.321,G,FALSE
198,Tim Hardaway Jr.,2023-24,31,DAL,79,12,0,2120,392,976,181,379,211,597,144,169,22,232,254,139,42,6,69,106,1139,0.402,0.478,0.353,0.852,0.542,0.51,G,FALSE
199,James Harden,2023-24,34,LAC,72,72,0,2470,352,822,166,334,186,488,302,344,34,335,369,614,77,57,185,127,1192,0.428,0.497,0.381,0.878,0.612,0.541,G,FALSE
200,Jaden Hardy,2023-24,21,DAL,73,7,0,989,195,479,114,255,81,224,59,76,20,111,131,109,22,4,62,80,530,0.407,0.447,0.362,0.776,0.517,0.492,G,FALSE
201,Ron Harper Jr.,2023-24,23,TOR,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,,,,,,G-F,FALSE
202,Gary Harris,2023-24,29,ORL,54,27,0,1297,131,297,55,92,76,205,34,45,24,67,91,87,49,14,31,91,372,0.441,0.598,0.371,0.756,0.587,0.569,G,FALSE
203,Joe Harris,2023-24,32,DET,16,0,0,170,14,39,4,9,10,30,1,2,3,10,13,10,3,2,4,19,39,0.359,0.444,0.333,0.5,0.489,0.487,G,FALSE
204,Kevon Harris,2023-24,26,ORL,2,0,0,6,2,3,2,3,0,0,0,0,0,2,2,1,0,0,1,3,4,0.667,0.667,,,0.667,0.667,G,FALSE
205,Shaquille Harrison,2023-24,30,MEM,3,0,0,6,1,2,1,2,0,0,0,0,0,2,2,0,0,1,0,0,2,0.5,0.5,,,0.5,0.5,G,FALSE
206,Tobias Harris,2023-24,31,PHI,70,70,0,2368,463,951,372,693,91,258,187,213,80,373,453,217,70,46,93,115,1204,0.487,0.537,0.353,0.878,0.576,0.535,F,FALSE
207,Isaiah Hartenstein,2023-24,25,NYK,75,49,0,1896,235,365,234,362,1,3,111,157,244,382,626,188,87,85,93,210,582,0.644,0.646,0.333,0.707,0.67,0.645,F,FALSE
208,Josh Hart,2023-24,28,NYK,81,42,0,2707,295,679,215,421,80,258,91,115,128,547,675,331,75,23,118,171,761,0.434,0.511,0.31,0.791,0.522,0.493,G,FALSE
209,Sam Hauser,2023-24,26,BOS,79,13,0,1741,249,558,52,93,197,465,17,19,45,231,276,82,40,25,32,99,712,0.446,0.559,0.424,0.895,0.629,0.623,F,FALSE
210,Jordan Hawkins,2023-24,21,NOP,67,10,0,1160,174,456,65,158,109,298,67,80,29,119,148,70,19,7,40,72,524,0.382,0.411,0.366,0.838,0.533,0.501,G,FALSE
211,Jaxson Hayes,2023-24,23,LAL,70,5,0,877,126,175,126,167,0,8,51,82,69,142,211,33,34,29,43,123,303,0.72,0.754,0,0.622,0.718,0.72,F,FALSE
212,Killian Hayes,2023-24,22,DET,42,31,0,1008,117,283,95,209,22,74,33,50,11,108,119,205,36,20,51,75,289,0.413,0.455,0.297,0.66,0.474,0.452,G,FALSE
213,Gordon Hayward,2023-24,33,CHOOKC,51,28,0,1245,187,403,150,313,37,90,89,120,38,143,181,158,40,13,66,67,500,0.464,0.479,0.411,0.742,0.548,0.51,F-G,FALSE
214,Scoot Henderson,2023-24,19,POR,62,32,0,1765,307,797,220,529,87,268,167,204,53,141,194,336,48,13,212,195,868,0.385,0.416,0.325,0.819,0.489,0.44,G,FALSE
215,Taylor Hendricks,2023-24,20,UTA,40,23,0,856,108,240,55,100,53,140,23,29,46,139,185,32,28,30,27,77,292,0.45,0.55,0.379,0.793,0.578,0.56,G,FALSE
216,Tyler Herro,2023-24,24,MIA,42,40,0,1407,324,735,192,402,132,333,95,111,19,203,222,188,30,3,93,63,875,0.441,0.478,0.396,0.856,0.558,0.531,G,FALSE
217,Buddy Hield,2023-24,31,INDPHI,84,42,0,2160,371,850,152,282,219,568,52,59,61,208,269,236,70,42,103,169,1013,0.436,0.539,0.386,0.881,0.578,0.565,G-F,FALSE
218,Haywood Highsmith,2023-24,27,MIA,66,26,0,1366,153,329,77,137,76,192,23,36,65,145,210,70,53,30,34,117,405,0.465,0.562,0.396,0.639,0.587,0.581,F,FALSE
219,Nate Hinton,2023-24,24,HOU,15,0,0,75,11,26,4,12,7,14,4,5,7,15,22,10,3,2,3,11,33,0.423,0.333,0.5,0.8,0.585,0.558,G,FALSE
220,D'Moi Hodge,2023-24,25,LAL,7,0,0,41,5,15,2,3,3,12,1,2,0,0,0,5,1,1,1,4,14,0.333,0.667,0.25,0.5,0.441,0.433,G,FALSE
221,Aaron Holiday,2023-24,27,HOU,78,1,0,1269,186,417,102,200,84,217,58,63,23,100,123,140,42,6,53,125,514,0.446,0.51,0.387,0.921,0.578,0.547,G,FALSE
222,Jrue Holiday,2023-24,33,BOS,69,69,0,2263,331,689,193,367,138,322,60,72,84,289,373,333,61,53,124,108,860,0.48,0.526,0.429,0.833,0.597,0.581,G,FALSE
223,Justin Holiday,2023-24,34,DEN,58,9,0,862,88,194,33,58,55,136,3,4,9,62,71,67,36,9,14,69,234,0.454,0.569,0.404,0.75,0.598,0.595,F,FALSE
224,Richaun Holmes,2023-24,30,DALWAS,40,10,0,555,82,147,81,144,1,3,34,47,71,111,182,25,11,19,24,74,199,0.558,0.563,0.333,0.723,0.593,0.561,C-F,FALSE
225,Chet Holmgren,2023-24,21,OKC,82,82,0,2413,505,953,376,604,129,349,218,275,129,519,648,200,53,190,131,197,1357,0.53,0.623,0.37,0.793,0.632,0.598,F-C,FALSE
226,Jalen Hood-Schifino,2023-24,20,LAL,21,0,0,109,10,45,8,30,2,15,12,20,2,11,13,8,3,2,9,13,34,0.222,0.267,0.133,0.6,0.316,0.244,G,FALSE
227,Al Horford,2023-24,37,BOS,65,33,0,1740,214,419,106,161,108,258,26,30,82,331,413,168,38,62,48,93,562,0.511,0.658,0.419,0.867,0.65,0.64,C-F,FALSE
228,Talen Horton-Tucker,2023-24,23,UTA,51,11,0,1009,184,465,124,283,60,182,88,109,21,100,121,177,45,19,65,94,516,0.396,0.438,0.33,0.807,0.503,0.46,G-F,FALSE
229,Danuel House Jr.,2023-24,30,PHI,34,4,0,509,47,105,32,55,15,50,35,46,16,42,58,28,15,5,19,45,144,0.448,0.582,0.3,0.761,0.575,0.519,G,FALSE
230,Caleb Houstan,2023-24,21,ORL,59,13,0,815,80,206,8,13,72,193,21,26,28,56,84,29,15,4,16,61,253,0.388,0.615,0.373,0.808,0.582,0.563,G-F,FALSE
231,Jett Howard,2023-24,20,ORL,18,0,0,67,10,30,3,5,7,25,2,4,1,6,7,6,2,2,3,4,29,0.333,0.6,0.28,0.5,0.457,0.45,G,FALSE
232,Kevin Huerter,2023-24,25,SAC,64,59,0,1562,248,560,125,219,123,341,36,47,38,186,224,166,45,23,53,135,655,0.443,0.571,0.361,0.766,0.564,0.553,G,FALSE
233,Jay Huff,2023-24,25,DEN,20,0,0,49,9,15,6,6,3,9,2,2,2,9,11,2,2,3,1,9,23,0.6,1,0.333,1,0.724,0.7,F-C,FALSE
234,De'Andre Hunter,2023-24,26,ATL,57,37,0,1681,304,663,187,359,117,304,166,196,31,191,222,87,40,16,83,146,891,0.459,0.521,0.385,0.847,0.595,0.547,F,FALSE
235,Matthew Hurt,2023-24,23,MEM,8,0,0,113,12,34,7,14,5,20,3,3,9,7,16,4,3,3,2,8,32,0.353,0.5,0.25,1,0.453,0.426,F,FALSE
236,Bones Hyland,2023-24,23,LAC,37,5,0,540,97,251,53,116,44,135,18,23,5,50,55,93,26,4,44,51,256,0.386,0.457,0.326,0.783,0.49,0.474,G,FALSE
237,Joe Ingles,2023-24,36,ORL,68,0,0,1169,99,227,29,66,70,161,28,34,18,124,142,203,43,5,67,88,296,0.436,0.439,0.435,0.824,0.612,0.59,F-G,FALSE
238,Brandon Ingram,2023-24,26,NOP,64,64,0,2103,500,1017,414,775,86,242,246,307,43,281,324,363,50,40,163,145,1332,0.492,0.534,0.355,0.801,0.578,0.534,F,FALSE
239,Kyrie Irving,2023-24,31,DAL,58,58,0,2030,562,1131,389,710,173,421,190,210,44,246,290,299,74,28,106,112,1487,0.497,0.548,0.411,0.905,0.608,0.573,G,FALSE
240,Jonathan Isaac,2023-24,26,ORL,58,2,0,914,146,286,104,174,42,112,59,82,73,187,260,30,43,70,27,64,393,0.51,0.598,0.375,0.72,0.61,0.584,F,FALSE
241,Jaden Ivey,2023-24,21,DET,77,61,0,2217,417,973,293,604,124,369,227,303,86,178,264,296,57,41,190,204,1185,0.429,0.485,0.336,0.749,0.536,0.492,G,FALSE
242,Andre Jackson Jr.,2023-24,22,MIL,57,8,0,572,50,100,33,54,17,46,8,11,43,70,113,50,16,6,28,92,125,0.5,0.611,0.37,0.727,0.596,0.585,G,FALSE
243,GG Jackson II,2023-24,19,MEM,48,18,0,1233,241,563,139,277,102,286,115,153,53,143,196,59,28,24,65,64,699,0.428,0.502,0.357,0.752,0.554,0.519,F,FALSE
244,Isaiah Jackson,2023-24,22,IND,59,3,0,771,155,233,155,229,0,4,73,102,94,144,238,50,34,61,39,137,383,0.665,0.677,0,0.716,0.689,0.665,C-F,FALSE
245,Jaren Jackson Jr.,2023-24,24,MEM,66,66,0,2124,516,1162,399,796,117,366,337,417,85,280,365,154,80,106,160,235,1486,0.444,0.501,0.32,0.808,0.552,0.494,F,FALSE
246,Justin Jackson,2023-24,28,MIN,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,G-F,FALSE
247,Quenton Jackson,2023-24,25,IND,3,0,0,11,0,1,0,1,0,0,2,2,0,4,4,2,1,0,0,1,2,0,0,,1,0.532,0,G,FALSE
248,Reggie Jackson,2023-24,33,DEN,82,23,0,1817,326,756,224,472,102,284,79,98,33,122,155,308,44,13,106,149,833,0.431,0.475,0.359,0.806,0.521,0.499,G,FALSE
249,Trayce Jackson-Davis,2023-24,23,GSW,68,16,0,1130,233,332,233,331,0,1,74,132,135,206,341,82,29,76,49,108,540,0.702,0.704,0,0.561,0.692,0.702,F,FALSE
250,LeBron James,2023-24,39,LAL,71,71,1,2504,685,1269,536,906,149,363,303,404,61,457,518,589,89,38,245,78,1822,0.54,0.592,0.41,0.75,0.63,0.599,F-G,FALSE
251,Jaime Jaquez Jr.,2023-24,22,MIA,75,20,0,2113,341,697,276,495,65,202,142,175,82,203,285,195,77,20,110,167,889,0.489,0.558,0.322,0.811,0.574,0.536,G-F,FALSE
252,DeJon Jarreau,2023-24,26,MEM,9,0,0,150,17,50,13,37,4,13,5,11,8,36,44,26,6,2,9,14,43,0.34,0.351,0.308,0.455,0.392,0.38,G,FALSE
253,DaQuan Jeffries,2023-24,26,NYK,17,0,0,46,6,17,4,7,2,10,0,2,0,5,5,5,0,1,3,2,14,0.353,0.571,0.2,0,0.391,0.412,G-F,FALSE
254,Trey Jemison,2023-24,24,MEMWAS,25,14,0,573,75,136,75,136,0,0,21,25,64,70,134,27,12,28,34,69,171,0.551,0.551,,0.84,0.582,0.551,C,FALSE
255,Ty Jerome,2023-24,26,CLE,2,0,0,15,2,4,2,3,0,1,0,0,1,0,1,3,0,0,1,2,4,0.5,0.667,0,,0.5,0.5,G,FALSE
256,Isaiah Joe,2023-24,24,OKC,78,1,0,1445,222,485,75,132,147,353,45,52,32,148,180,99,46,22,47,87,636,0.458,0.568,0.416,0.865,0.626,0.609,G,FALSE
257,Cameron Johnson,2023-24,27,BRK,58,47,0,1599,276,619,138,266,138,353,86,109,55,196,251,138,49,15,57,105,776,0.446,0.519,0.391,0.789,0.582,0.557,F,FALSE
258,James Johnson,2023-24,36,IND,9,0,0,47,3,10,3,8,0,2,2,2,1,3,4,8,5,1,5,9,8,0.3,0.375,0,1,0.368,0.3,F,FALSE
259,Jalen Johnson,2023-24,22,ATL,56,52,0,1889,359,702,288,502,71,200,107,147,74,414,488,203,67,47,101,133,896,0.511,0.574,0.355,0.728,0.584,0.562,F,FALSE
260,Keldon Johnson,2023-24,24,SAS,69,27,0,2038,391,862,264,495,127,367,175,221,95,282,377,195,51,20,100,149,1084,0.454,0.533,0.346,0.792,0.565,0.527,G,FALSE
261,Keon Johnson,2023-24,21,BRK,5,0,0,61,8,21,4,11,4,10,11,12,3,4,7,3,3,1,5,5,31,0.381,0.364,0.4,0.917,0.59,0.476,G,FALSE
262,Keyontae Johnson,2023-24,23,OKC,9,0,0,66,5,16,4,13,1,3,0,0,4,6,10,4,1,0,4,5,11,0.313,0.308,0.333,,0.344,0.344,F,FALSE
263,Nikola Jokić,2023-24,28,DEN,79,79,1,2737,822,1411,739,1180,83,231,358,438,223,753,976,708,108,68,237,194,2085,0.583,0.626,0.359,0.817,0.65,0.612,C-F,TRUE
264,Colby Jones,2023-24,21,SAC,30,0,0,192,28,71,26,49,2,22,6,11,17,23,40,20,7,5,10,29,64,0.394,0.531,0.091,0.545,0.422,0.408,G,FALSE
265,Damian Jones,2023-24,28,CLE,39,0,0,270,43,72,40,58,3,14,18,21,20,42,62,15,7,13,13,27,107,0.597,0.69,0.214,0.857,0.659,0.618,F-C,FALSE
266,Derrick Jones Jr.,2023-24,26,DAL,76,66,0,1783,239,495,157,256,82,239,97,136,82,168,250,75,53,51,65,121,657,0.483,0.613,0.343,0.713,0.592,0.566,F,FALSE
267,Herbert Jones,2023-24,25,NOP,76,76,0,2321,293,588,179,315,114,273,137,158,74,198,272,199,105,62,93,224,837,0.498,0.568,0.418,0.867,0.636,0.595,F,FALSE
268,Mason Jones,2023-24,25,SAC,5,0,0,28,2,8,0,1,2,7,1,2,1,4,5,5,1,0,2,3,7,0.25,0,0.286,0.5,0.394,0.375,G,FALSE
269,Tre Jones,2023-24,24,SAS,77,48,0,2138,303,600,239,409,64,191,101,118,58,231,289,478,78,9,116,92,771,0.505,0.584,0.335,0.856,0.591,0.558,G,FALSE
270,Tyus Jones,2023-24,27,WAS,66,66,0,1933,326,666,220,410,106,256,32,40,20,159,179,485,71,18,66,48,790,0.489,0.537,0.414,0.8,0.578,0.569,G,FALSE
271,DeAndre Jordan,2023-24,35,DEN,36,2,0,396,58,93,58,93,0,0,26,53,54,103,157,26,6,16,23,56,142,0.624,0.624,,0.491,0.61,0.624,C,FALSE
272,Cory Joseph,2023-24,32,GSW,26,0,0,296,23,64,10,22,13,42,4,7,6,24,30,42,4,3,12,25,63,0.359,0.455,0.31,0.571,0.47,0.461,G,FALSE
273,Nikola Jović,2023-24,20,MIA,46,38,0,896,127,281,62,118,65,163,33,47,25,167,192,90,25,14,42,82,352,0.452,0.525,0.399,0.702,0.583,0.568,G-F,FALSE
274,Johnny Juzang,2023-24,22,UTA,20,5,0,372,51,110,19,33,32,77,10,14,7,29,36,23,4,2,13,29,144,0.464,0.576,0.416,0.714,0.62,0.609,G,FALSE
275,Luke Kennard,2023-24,27,MEM,39,22,0,999,141,315,34,77,107,238,40,45,11,102,113,136,20,2,54,39,429,0.448,0.442,0.45,0.889,0.641,0.617,G,FALSE
276,Walker Kessler,2023-24,22,UTA,64,22,0,1493,229,350,225,331,4,19,56,93,165,316,481,60,30,154,66,132,518,0.654,0.68,0.211,0.602,0.663,0.66,C,FALSE
277,Braxton Key,2023-24,26,DEN,20,0,0,60,7,17,5,12,2,5,6,8,3,15,18,9,2,1,1,5,22,0.412,0.417,0.4,0.75,0.536,0.471,F,FALSE
278,Corey Kispert,2023-24,24,WAS,80,22,0,2067,386,794,202,314,184,480,114,157,30,195,225,156,41,16,98,141,1070,0.486,0.643,0.383,0.726,0.62,0.602,G-F,FALSE
279,Maxi Kleber,2023-24,32,DAL,43,7,0,871,63,146,31,54,32,92,33,47,30,113,143,68,17,30,28,79,191,0.432,0.574,0.348,0.702,0.573,0.541,F,FALSE
280,Kevin Knox,2023-24,24,DET,31,11,0,560,86,186,55,92,31,94,20,22,18,57,75,23,13,7,22,50,223,0.462,0.598,0.33,0.909,0.57,0.546,F,FALSE
281,John Konchar,2023-24,27,MEM,55,23,0,1173,88,208,50,88,38,120,21,25,72,185,257,110,51,51,46,76,235,0.423,0.568,0.317,0.84,0.537,0.514,G,FALSE
282,Furkan Korkmaz,2023-24,26,PHI,35,0,0,300,30,76,16,36,14,40,14,20,4,26,30,25,14,3,10,17,88,0.395,0.444,0.35,0.7,0.519,0.487,G,FALSE
283,Luke Kornet,2023-24,28,BOS,63,7,0,983,142,203,141,202,1,1,49,54,118,143,261,67,23,61,21,77,334,0.7,0.698,1,0.907,0.736,0.702,C-F,FALSE
284,Vit Krejci,2023-24,23,ATL,22,14,0,541,51,104,23,36,28,68,5,6,11,41,52,50,13,6,20,48,135,0.49,0.639,0.412,0.833,0.633,0.625,G,FALSE
285,Jonathan Kuminga,2023-24,21,GSW,74,46,0,1949,456,862,403,697,53,165,223,299,92,263,355,163,55,36,122,169,1188,0.529,0.578,0.321,0.746,0.598,0.56,F,FALSE
286,Kyle Kuzma,2023-24,28,WAS,70,70,0,2281,608,1313,457,863,151,450,186,240,62,402,464,296,37,49,192,153,1553,0.463,0.53,0.336,0.775,0.547,0.521,F,FALSE
287,Jock Landale,2023-24,28,HOU,56,3,0,763,106,206,96,166,10,40,52,65,88,84,172,65,20,33,31,74,274,0.515,0.578,0.25,0.8,0.584,0.539,C,FALSE
288,Jake LaRavia,2023-24,22,MEM,35,6,0,806,118,303,65,147,53,156,90,109,51,77,128,58,29,12,45,69,379,0.389,0.442,0.34,0.826,0.54,0.477,F,FALSE
289,Zach LaVine,2023-24,28,CHI,25,23,0,872,170,376,111,207,59,169,88,103,8,121,129,98,21,8,52,57,487,0.452,0.536,0.349,0.854,0.578,0.531,G-F,FALSE
290,A.J. Lawson,2023-24,23,DAL,42,0,0,311,54,121,41,71,13,50,15,23,14,36,50,20,10,3,14,22,136,0.446,0.577,0.26,0.652,0.519,0.5,G,FALSE
